asin,rating
B0002UD48S,4.444444444444445
B0008JFA9O,4.311111111111111
B0008JFBES,4.266666666666667
B0008JF9WW,4.533333333333333
B0009G85IO,4.288888888888889
B0009GBAUY,4.666666666666667
B0009JRDYS,4.125
B000A7ZQRA,4.444444444444445
B000BD135M,4.761904761904762
B000BZ7A3E,4.4
B000C1LKP6,3.8666666666666667
B000CD4RWW,4.153846153846154
B000F4VL2W,4.288888888888889
B000BTFA7S,4.444444444444445
B000G82680,4.644444444444445
B000I7P1ZO,4.555555555555555
B000IG9NRW,4.222222222222222
B000IGC7OI,4.2
B000JQGCT8,4.466666666666667
B000LFMV7E,4.644444444444445
B000LGK90Y,4.733333333333333
B0009G68BA,4.4
B000N4QVVA,4.704545454545454
B000O310WU,4.288888888888889
B000O3112Y,3.933333333333333
B000OBT4Z2,4.266666666666667
B000OLCRB0,4.466666666666667
B000OWZRUW,4.4523809523809526
B000OZZ84E,4.266666666666667
B000P215RA,4.4222222222222225
B000P215Q6,4.466666666666667
B000PFC54Y,4.355555555555555
B000PZQQ30,3.4705882352941178
B000QMJD4Q,4.488888888888889
B000QU1UAI,4.2
B000RAQ0SE,3.1777777777777776
B000TGQ9OQ,3.8666666666666667
B000TYJ0B2,4.0
B000V6VPWU,3.7777777777777777
B000WMLL5E,4.377777777777778
B000WNIZCU,4.5777777777777775
B000XRG27K,3.8444444444444446
B000XRI0NY,4.0
B0010T73FK,2.577777777777778
B0011CW3OW,4.666666666666667
B0012N0DH4,4.575
B00152TINM,3.7555555555555555
B0015EU5OG,4.181818181818182
B0015OB0M2,4.511111111111111
B00186ZL5Y,3.9583333333333335
B001873BL4,4.217391304347826
B0018SP6GQ,4.809523809523809
B0018SPBZW,3.977777777777778
B0018SUAZ8,4.511111111111111
B0018SW1WI,4.355555555555555
B0018SW4DY,4.333333333333333
B0018SQ6ZG,4.428571428571429
B0018SX49W,3.7777777777777777
B0018Z2OM8,4.583333333333333
B00192RP1U,3.8
B00195ED5I,4.368421052631579
B00195EEAM,4.392857142857143
B0019BMF8E,4.133333333333334
B000OOEV52,4.608695652173913
B001BZ2DRG,4.5
B001BZ2JZM,4.066666666666666
B001BZ2I44,4.2444444444444445
B001BZ3XOS,4.4
B001BZ87C6,4.644444444444445
B001BZ61F6,4.64
B001CCURAS,3.7777777777777777
B001CCYE8Y,3.933333333333333
B001CD1Q2A,4.111111111111111
B001CVRNTM,4.555555555555555
B001DCLG5W,4.5777777777777775
B001DE1HVI,4.5
B001DT4GMU,4.066666666666666
B001DTCWXK,4.645161290322581
B001E1GDIM,4.133333333333334
B001F7NKM2,4.5777777777777775
B001F7PNX6,4.622222222222222
B001GAU6JI,4.6875
B001GB1MU4,4.538461538461538
B001GDL6PI,4.6
B001GIDOEO,3.727272727272727
B001GKCUXI,4.4
B001GPASSM,4.190476190476191
B001GPASTQ,4.190476190476191
B001HBYX18,4.25
B001HNSDAI,4.366666666666666
B001HNM016,4.366666666666666
B001HVY7S2,4.333333333333333
B001IBKPLO,4.466666666666667
B001J5T88U,4.583333333333333
B0018STF2M,3.8222222222222224
B001K2L3YE,4.142857142857143
B001KJQIHO,4.083333333333333
B001KJQIDS,4.083333333333333
B001L7Y88Q,4.1
B001L7ZWZE,4.7272727272727275
B001LNWBRU,3.6153846153846154
B001MKBS80,4.288888888888889
B001NDBD2W,4.0
B001NDBCZK,3.888888888888889
B001NDCX30,3.888888888888889
B000BWSK5Y,4.357142857142857
B00020O34W,4.333333333333333
B000G7VIXA,3.72972972972973
B0012FR7D0,3.642857142857143
B001NVXRSM,4.133333333333334
B001NW1NN2,4.466666666666667
B001ORUKT4,4.533333333333333
B001PBEOKU,4.022222222222222
B001PBEONW,4.488888888888889
B001B7NLTS,4.533333333333333
B001PBEP2W,3.8181818181818183
B000OBPUU0,4.233333333333333
B00005NBFI,5.0
B0000CC55L,4.857142857142857
B0001XWPUE,4.0
B0009DOHDO,1.0
B0009GGUQ8,5.0
B0007D7E04,1.0
B000B7MGJU,3.75
B000B7QW6I,4.333333333333333
B000BRTPPS,4.5
B000C7OWZA,3.6666666666666665
