asin,rating
B00006XXGO,3.8
B000072UML,4.458333333333333
B000072UMN,4.6
B000072UPN,4.5777777777777775
B000072US4,4.555555555555555
B000087VAL,3.6
B000089V7W,4.733333333333333
B000089V5B,4.774193548387097
B00008KZCG,4.5777777777777775
B00009HGBT,4.055555555555555
B00009KEXO,3.977777777777778
B00009PO42,4.285714285714286
B00009ZM7Z,4.6
B0000A1REB,4.066666666666666
B0000A1R91,4.733333333333333
B0000A52UF,4.222222222222222
B0000A6XS9,4.4
B0000AFT8E,4.4222222222222225
B0000AFT9F,4.111111111111111
B0000DCS5T,4.288888888888889
B0000DYKET,4.466666666666667
B0000DYO0A,4.466666666666667
B0000DZCYI,3.95
B0000E0C7M,4.428571428571429
B0000E02XL,4.133333333333334
B0000E678B,4.864864864864865
B0000E6703,4.260869565217392
B0000WYV62,4.346153846153846
B00018C91E,4.4222222222222225
B00018C95A,4.2444444444444445
B0001KX7ZY,4.4
B0001O0C2G,4.266666666666667
B0001PFQ6W,4.4
B0001P4NA2,4.538461538461538
B0001VQMDW,4.384615384615385
B0001Y8YBW,4.488888888888889
B00024QTFO,4.4
B00024QWGK,4.466666666666667
B00024U0IG,4.090909090909091
B00024QXL4,4.5777777777777775
B00024QNPK,4.511111111111111
B0002A7I6W,4.217391304347826
B0002A7IHQ,4.4
B0002A7IW6,4.4772727272727275
B0002A7GK0,4.355555555555555
B0002KYNVA,4.155555555555556
B0002L4AJO,4.75
B0002L4BNO,4.4222222222222225
B0002L4KA8,4.466666666666667
B0002L1MDG,4.5
B0002L0P9I,3.8444444444444446
B0002LDST2,4.444444444444445
B0002LDVQW,3.8
B0002LDT00,3.6363636363636362
B0002LT6RU,4.4222222222222225
B0002M13R0,4.4
B0002M14II,4.711111111111111
B0002M1366,4.688888888888889
B0002M14TM,4.533333333333333
B0002M15AA,4.266666666666667
B0002M1RR6,4.222222222222222
B0002LY3CS,4.222222222222222
B0002M6MIU,3.7555555555555555
B0002MBFI2,4.2444444444444445
B0002MFT9S,4.6875
B0002PB7IC,4.175
B0002PUN4Q,4.3125
B0002PWVAK,4.538461538461538
B0002PWTGG,4.428571428571429
B0002PXE42,3.769230769230769
B0002S1N7O,4.466666666666667
B0002TU158,3.3555555555555556
B0002TU1L2,3.933333333333333
B0002UVL42,3.533333333333333
B0002Y75CA,4.466666666666667
B0002ZNYLA,4.2727272727272725
B0002ZYV7G,4.644444444444445
B00031U8U8,3.8222222222222224
B000657TLW,4.4
B000657TL2,4.377777777777778
B00068CXGU,4.488888888888889
B0006FH0SY,4.076923076923077
B0006M1VXW,4.177777777777778
B0006PQH1A,4.688888888888889
B0007D67SY,4.377777777777778
B0007IN6UG,4.3076923076923075
B0007KL91C,4.622222222222222
B0007LIA18,4.777777777777778
B0007MCUCC,4.2444444444444445
B0007MCQNA,4.090909090909091
B0007MFK5Q,3.466666666666667
B0007MFL8M,4.444444444444445
B0007MFFAG,4.0625
B0007MFEZC,3.8666666666666667
B0007MFUTM,4.466666666666667
B0007MFVAA,4.066666666666666
B0007MFW8Q,4.311111111111111
B0007MFXNU,4.666666666666667
B0007MFRGI,3.871794871794872
B0007MG0TQ,4.533333333333333
B0007MG0K0,4.155555555555556
B0000A522W,4.633333333333334
B00009KEXS,3.977777777777778
B00024QMYW,4.611111111111111
B00009PQCO,4.733333333333333
B0007MG59Q,3.6666666666666665
B0002PB7KK,4.175
B0007LIA04,4.688888888888889
B00024R8LS,4.088888888888889
B0002528IU,4.235294117647059
B0000727QQ,5.0
B0000A522B,4.6
B0000A5227,5.0
B0000E02V7,5.0
B00019LFH2,5.0
B0001CWP4Q,4.7
B0001MLLS2,4.666666666666667
B0001X2S06,5.0
B0001Y91EQ,2.0
B0001Y91DW,3.3333333333333335
B0001Y91E6,4.0
B0002L4NGE,4.666666666666667
B0002L4ARQ,4.0
B0002PX6WC,5.0
B0002TNU92,2.857142857142857
B0006GBIDQ,3.75
B0006ONU9S,4.5
B0006PLWRY,5.0
B000701MG4,4.714285714285714
B00070F882,4.428571428571429
B0007IQMTI,2.5
B0007M6EYM,4.4
B0007MCQ9Y,5.0
B0007MCU2C,2.6666666666666665
B0007MFL9Q,4.666666666666667
B0007MFTNY,5.0
B0007MCQLM,3.5
B0007MFZYC,3.7142857142857144
B0007MFTVQ,4.5
B0007MCQ6C,5.0
B0007MG1MW,5.0
B0007MFQI2,5.0
B0000AFSYD,3.8333333333333335
B0002KYB0S,4.0
B0007MG34S,4.5
B0000UWJQI,4.888888888888889
B0007MFO98,5.0
B0001X2SF6,4.5
B0007LIA4K,5.0
B0006GBHYQ,4.75
B00008ZCN4,5.0
B0007IQNCE,3.0
B0002L4BWU,4.25
B0006PQHCO,4.0
B0002L4AWQ,5.0
B0007GC032,2.0
B0007MFY20,3.0
B0000AX3J6,5.0
B0006ONT6M,4.0
B0007LIA54,4.428571428571429
B0002L4BH0,3.8333333333333335
B0007DBK40,4.3
B0007MG7P8,4.6
B00024R00M,4.0
B0007MFOK2,4.25
B0000AS8DL,4.666666666666667
B00009PPHY,4.5
B0000E6781,4.0
B0000ACXKC,4.0
B00024QMZQ,5.0
B00024QMXI,5.0
B0003VEPJ8,4.0
B0002PVVB0,5.0
B0001FSB6Y,5.0
B0002YHY0I,5.0
B0007MG42E,5.0
B0000A5229,5.0
B0002MU024,4.5
